name_it,un_number,name_en,class,classification_code,packing_group,label,trc_transport_category,special_provisions,limited,expected_quantities,packing_instruction,special_packing_provision,mixed_packing_provision,instructions,p_tank_special_provisions,tank_code,ard_special_provisions,vehicle_for_tank_carriage,packages,bulk,loading_unloading_handling,operation,hazard_identification_no
CLORURO DI TRIMETILACETILE,2438,,6.1,TFC,I,6.1+3+8,1 (C/D),,,,,,,,,,,,,,,,
IDROGENOFLUORURO DI SODIO,2439,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO STANNICO PENTAIDRATO,2440,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
TRICLORURO DI TITANIO PIROFORICO o TRICLORURO DI TITANIO, IN MISCELA, PIROFO- RICO,2441,,4.2,SC4,I,4.2+8,0 (E),,,,,,,,,,,,,,,,
CLORURO DI TRICLOROACETILE,2442,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
OSSITRICLORURO DI VANADIO,2443,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
TETRACLORURO DI VANADIO,2444,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
NITROCRESOLI, SOLIDI,2446,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
FOSFORO, BIANCO, FUSO,2447,,4.2,ST3,I,4.2+6.1,0 (B/E),,,,,,,,,,,,,,,,
ZOLFO, FUSO,2448,,4.1,F3,III,4.1,3 (E),,,,,,,,,,,,,,,,
TRIFLUORURO DI AZOTO,2451,,2,2O,,2.2+5.1,3 (C/E),,,,,,,,,,,,,,,,
ETILACETILENE STABILIZZATO,2452,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
FLUORURO DI ETILE (GAS REFRIGERANTE R 161),2453,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
FLUORURO DI METILE (GAS REFRIGERANTE R 41),2454,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
NITRITO DI METILE,2455,,2,2A,CARRIAGE PROHIBITED,,,,,,,,,,,,,,,,,,
2-CLOROPROPILENE,2456,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
2,3-DIMETILBUTANO,2457,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ESADIENI,2458,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
2-METIL-1-BUTENE,2459,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
2-METIL-2-BUTENE,2460,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
METILPENTADIENI,2461,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
IDRURO DI ALLUMINIO,2463,,4.3,W2,I,4.3,1 (E),,,,,,,,,,,,,,,,
NITRATO DI BERILLIO,2464,,5.1,OT2,II,5.1+6.1,2 (E),,,,,,,,,,,,,,,,
ACIDO DICLOROISOCIANURICO SECCO o SALI DELL'ACIDO DICLOROISOCIANURICO,2465,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
SUPEROSSIDO DI POTASSIO,2466,,5.1,O2,I,5.1,1 (E),,,,,,,,,,,,,,,,
ACIDO TRICLOROISOCIANURICO SECCO,2468,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
BROMATO DI ZINCO,2469,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
FENILACETONITRILE LIQUIDO,2470,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
TETROSSIDO DI OSMIO,2471,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
ARSANILATO DI SODIO,2473,,6.1,T3,III,6.1,2 (E),,,,,,,,,,,,,,,,
TIOFOSGENE,2474,,6.1,T1,I,6.1,1 (C/D),,,,,,,,,,,,,,,,
TRICLORURO DI VANADIO,2475,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
ISOTIOCIANATO DI METILE,2477,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATI INFIAMMABILI,TOSSICI, N.A.S. o ISOCIANATI IN SOLUZIONE INFIAMMABILE, TOSSICA, N.A.S.,2478,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
ISOCIANATI INFIAMMABILI,TOSSICI, N.A.S. o ISOCIANATI IN SOLUZIONE INFIAMMABILE, TOSSICA, N.A.S.,2478,,3,FT1,III,3+6.1,3 (D/E),,,,,,,,,,,,,,,,
ISOCIANATO DI METILE,2480,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATO DI ETILE,2481,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATO DI n-PROPILE,2482,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATO DI ISOPROPILE,2483,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATO DI ter-BUTILE,2484,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATO DI n-BUTILE,2485,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATO DI ISOBUTILE,2486,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATO DI FENILE,2487,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ISOCIANATO DI CICLOESILE,2488,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ETERE DICLOROISOPROPILICO,2490,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ETANOLAMMINA o ETANOLAMMINA IN SOLUZIONE,2491,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
ESAMETILENIMMINA,2493,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
PENTAFLUORURO DI IODIO,2495,,5.1,OTC,I,5.1+6.1+8,1 (B/E),,,,,,,,,,,,,,,,
ANIDRIDE PROPIONICA,2496,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
1,2,3,6-TETRAIDROBENZALDEIDE,2498,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
OSSIDO DI TRIS (1-AZIRIDINIL) FOSFINA IN SOLUZIONE,2501,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
OSSIDO DI TRIS (1-AZIRIDINIL) FOSFINA IN SOLUZIONE,2501,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLORURO DI VALERILE,2502,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
TETRACLORURO DI ZIRCONIO,2503,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
TETRABROMOETANO,2504,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
FLUORURO DI AMMONIO,2505,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
IDROGENOSOLFATO DI AMMONIO,2506,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO CLOROPLATINICO SOLIDO,2507,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
PENTACLORURO DI MOLIBDENO,2508,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
IDROGENOSOLFATO DI POTASSIO,2509,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO 2-CLOROPROPIONICO,2511,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
AMMINOFENOLI (o-, m-, p-),2512,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
BROMURO DI BROMOACETILE,2513,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
BROMOBENZENE,2514,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
BROMOFORMIO,2515,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
TETRABROMURO DI CARBONIO,2516,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
1-CLORO-1,1-DIFLUOROETANO (GAS REFRIGERANTE R 142b),2517,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
1,5,9-CICLODODECATRIENE,2518,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
CICLOOTTADIENI,2520,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
DICHETENE STABILIZZATO,2521,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
METACRILATO DI 2-DIMETILAMMINOETILE, STABILIZZATO,2522,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ORTOFORMIATO DI ETILE,2524,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
OSSALATO DI ETILE,2525,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
FURFURILAMMINA,2526,,3,FC,III,3+8,3 (D/E),,,,,,,,,,,,,,,,
ACRILATO DI ISOBUTILE STABILIZZATO,2527,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ISOBUTIRRATO DI ISOBUTILE,2528,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ACIDO ISOBUTIRRICO,2529,,3,FC,III,3+8,3 (D/E),,,,,,,,,,,,,,,,
ACIDO METACRILICO STABILIZZATO,2531,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
TRICLOROACETATO DI METILE,2533,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
METILCLOROSILANO,2534,,2,2TFC,,2.3+2.1+8,1 (B/D),,,,,,,,,,,,,,,,
4-METILMORFOLINA (N-METILMORFOLINA),2535,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
METILTETRAIDROFURANO,2536,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
NITRONAFTALENE,2538,,4.1,F1,III,4.1,3 (E),,,,,,,,,,,,,,,,
TERPINOLENE,2541,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
TRIBUTILAMINA,2542,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
AFNIO IN POLVERE SECCO,2545,,4.2,S4,I,4.2,0 (E),,,,,,,,,,,,,,,,
AFNIO IN POLVERE SECCO,2545,,4.2,S4,II,4.2,2 (D/E),,,,,,,,,,,,,,,,
AFNIO IN POLVERE SECCO,2545,,4.2,S4,III,4.2,3 (E),,,,,,,,,,,,,,,,
TITANIO IN POLVERE SECCO,2546,,4.2,S4,I,4.2,0 (E),,,,,,,,,,,,,,,,
TITANIO IN POLVERE SECCO,2546,,4.2,S4,II,4.2,2 (D/E),,,,,,,,,,,,,,,,
TITANIO IN POLVERE SECCO,2546,,4.2,S4,III,4.2,3 (E),,,,,,,,,,,,,,,,
SUPEROSSIDO DI SODIO,2547,,5.1,O2,I,5.1,1 (E),,,,,,,,,,,,,,,,
PENTAFLUORURO DI CLORO,2548,,2,2TOC,,2.3+5.1+8,1 (D),,,,,,,,,,,,,,,,
ESAFLUOROACETONE IDRATO, LIQUIDO,2552,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI METILALLILE,2554,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
NITROCELLULOSA CON almeno 25% in massa di ACQUA,2555,,4.1,D,II,4.1,2 (B),,,,,,,,,,,,,,,,
NITROCELLULOSA CON almeno 25% in massa di ALCOL e un tenore in azoto non superio- re al 12,6 % (massa secca),2556,,4.1,D,II,4.1,2 (B),,,,,,,,,,,,,,,,
NITROCELLULOSA IN MISCELA con un tenore in azoto non superiore al 12,6% (massa secca) CON o SENZA PLASTIFICANTE, CON o SENZA PIGMENTO,2557,,4.1,D,II,4.1,2 (B),,,,,,,,,,,,,,,,
EPIBROMIDRINA,2558,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
2-METIL-2-PENTANOLO,2560,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
3-METIL-1-BUTENE,2561,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
ACIDO TRICLOROACETICO IN SOLUZIONE,2564,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO TRICLOROACETICO IN SOLUZIONE,2564,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
DICICLOESILAMMINA,2565,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
PENTACLOROFENATO DI SODIO,2567,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO DEL CADMIO,2570,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO DEL CADMIO,2570,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO DEL CADMIO,2570,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
ACIDI ALCHILSOLFORICI,2571,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
FENILIDRAZINA,2572,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORATO DI TALLIO,2573,,5.1,OT2,II,5.1+6.1,2 (E),,,,,,,,,,,,,,,,
FOSFATO TRICRESILICO contenente più del 3% dell'isomero orto,2574,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
OSSIBROMURO DI FOSFORO FUSO,2576,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI FENILACETILE,2577,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
TRIOSSIDO DI FOSFORO,2578,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
PIPERAZINA,2579,,8,C8,III,8,3 (E),,,,,,,,,,,,,,,,
BROMURO DI ALLUMINIO IN SOLUZIONE,2580,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
CLORURO DI ALLUMINIO IN SOLUZIONE,2581,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
CLORURO FERRICO IN SOLUZIONE,2582,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
ACIDI ALCHILSOLFONICI SOLIDI o ACIDI ARILSOLFONICI SOLIDI contenenti più del 5% di acido solforico libero,2583,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDI ALCHILSOLFONICI LIQUIDI o ACIDI ARILSOLFONICI LIQUIDI contenenti più del 5% di acido solforico libero,2584,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDI ALCHILSOLFONICI SOLIDI o ACIDI ARILSOLFONICI SOLIDI non contenenti più del 5% di acido solforico libero,2585,,8,C4,III,8,3 (E),,,,,,,,,,,,,,,,
ACIDI ALCHILSOLFONICI LIQUIDI o ACIDI ARILSOLFONICI LIQUIDI non contenenti più del 5% di acido solforico libero,2586,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
BENZOCHINONE,2587,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA SOLIDO,TOSSICO, N.A.S.,2588,,6.1,T7,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA SOLIDO,TOSSICO, N.A.S.,2588,,6.1,T7,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA SOLIDO,TOSSICO, N.A.S.,2588,,6.1,T7,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLOROACETATO DI VINILE,2589,,6.1,TF1,II,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
AMIANTO, CRISOTILO,2590,,9,M1,III,9,3 (E),,,,,,,,,,,,,,,,
XENO LIQUIDO REFRIGERATO,2591,,2,3A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
CLOROTRIFLUOROMETANO E TRIFLUOROMETANO IN MISCELA AZEOTROPA, contenente circa il 60% di clorotriﬂuorometano (GAS REFRIGERANTE R 503),2599,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
CICLOBUTANO,2601,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
DICLORODIFLUOROMETANO E 1,1-DIFLUOROETANO IN MISCELA AZEOTROPA contenente circa il 74% di diclorodiﬂuorometano (GAS REFRIGERANTE R 500),2602,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
CICLOEPTATRIENE,2603,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
ETERATO DIETILICO DEL TRIFLUORURO DI BORO,2604,,8,CF1,I,8+3,1 (D/E),,,,,,,,,,,,,,,,
ISOCIANATO DI METOSSIMETILE,2605,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ORTOSILICATO DI METILE,2606,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ACROLEINA, DIMERO STABILIZZATO,2607,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
NITROPROPANI,2608,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
BORATO TRIALLILICO,2609,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
TRIALLILAMMINA,2610,,3,FC,III,3+8,3 (D/E),,,,,,,,,,,,,,,,
2-CLORO-1-PROPANOLO,2611,,6.1,TF1,II,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
ETERE METILPROPILICO,2612,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ALCOL METALLILICO,2614,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ETERE ETILPROPILICO,2615,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
BORATO DI TRIISOPROPILE,2616,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
BORATO DI TRIISOPROPILE,2616,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
METILCICLOESANOLI inﬁammabili,2617,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
VINILTOLUENI STABILIZZATI,2618,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
BENZILDIMETILAMMINA,2619,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
BUTIRRATI DI AMILE,2620,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ACETILMETILCARBINOLO,2621,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
GLICIDALDEIDE,2622,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
ACCENDITORI SOLIDI impregnati di un liquido inﬁammabile,2623,,4.1,F1,III,4.1,4 (E),,,,,,,,,,,,,,,,
SILICIURO DI MAGNESIO,2624,,4.3,W2,II,4.3,2 (D/E),,,,,,,,,,,,,,,,
ACIDO CLORICO IN SOLUZIONE ACQUOSA contenente al massimo il 10% di acido clorico,2626,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
NITRITI INORGANICI, N.A.S.,2627,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
FLUOROACETATO DI POTASSIO,2628,,6.1,T2,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
FLUOROACETATO DI SODIO,2629,,6.1,T2,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
SELENIATI o SELENITI,2630,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
ACIDO FLUOROACETICO,2642,,6.1,T2,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
BROMOACETATO DI METILE,2643,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
IODURO DI METILE,2644,,6.1,T1,I,6.1,1 (C/D),,,,,,,,,,,,,,,,
BROMURO DI FENACILE,2645,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ESACLOROCICLOPENTADIENE,2646,,6.1,T1,I,6.1,1 (C/D),,,,,,,,,,,,,,,,
MALONONITRILE,2647,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
1,2-DIBROMO-3-BUTANONE,2648,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
1,3-DICLOROACETONE,2649,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
1,1-DICLORO-1-NITROETANO,2650,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
4,4'-DIAMMINODIFENILMETANO,2651,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
IODURO DI BENZILE,2653,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
FLUOSILICATO DI POTASSIO,2655,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
CHINOLINA,2656,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
DISOLFURO DI SELENIO,2657,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLOROACETATO DI SODIO,2659,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
MONONITROTOLUIDINE,2660,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
ESACLOROACETONE,2661,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
DIBROMOMETANO,2664,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
BUTILTOLUENI,2667,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLOROACETONITRILE,2668,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
CLOROCRESOLI IN SOLUZIONE,2669,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLOROCRESOLI IN SOLUZIONE,2669,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLORURO DI CIANURILE,2670,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
AMMINOPIRIDINE (o-, m-, p-),2671,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
AMMONIACA IN SOLUZIONE acquosa, densità relativa tra 0,880 e 0,957 a 15°C in acqua, contenente più del 10% ma al massimo 35% di ammoniaca (massa),2672,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
2-AMMINO-4-CLOROFENOLO,2673,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
FLUOSILICATO DI SODIO,2674,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
STIBINA,2676,,2,2TF,,2.3+2.1,1 (D),,,,,,,,,,,,,,,,
IDROSSIDO DI RUBIDIO IN SOLUZIONE,2677,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI RUBIDIO IN SOLUZIONE,2677,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI RUBIDIO,2678,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI LITIO IN SOLUZIONE,2679,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI LITIO IN SOLUZIONE,2679,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI LITIO,2680,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI CESIO IN SOLUZIONE,2681,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI CESIO IN SOLUZIONE,2681,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI CESIO,2682,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
SOLFURO DI AMMONIO IN SOLUZIONE,2683,,8,CFT,II,8+3+6.1,2 (D/E),,,,,,,,,,,,,,,,
3-DIETILAMMINOPROPILAMMINA,2684,,3,FC,III,3+8,3 (D/E),,,,,,,,,,,,,,,,
N,N-DIETILETILENDIAMMINA,2685,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
2-DIETILAMINOETANOLO,2686,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
NITRITO DI DICICLOESILAMMONIO,2687,,4.1,F3,III,4.1,3 (E),,,,,,,,,,,,,,,,
1-BROMO-3-CLOROPROPANO,2688,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
alfa-MONOCLORIDRINA DEL GLICEROLO,2689,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
N-n-BUTILIMIDAZOLO,2690,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
PENTABROMURO DI FOSFORO,2691,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
TRIBROMURO DI BORO,2692,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
IDROGENOSOLFITI IN SOLUZIONE ACQUOSA, N.A.S.,2693,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
ANIDRIDI TETRAIDROFTALICHE contenenti più dello 0,05% di anidride maleica,2698,,8,C4,III,8,3 (E),,,,,,,,,,,,,,,,
ACIDO TRIFLUOROACETICO,2699,,8,C3,I,8,1 (E),,,,,,,,,,,,,,,,
1-PENTOLO,2705,,8,C9,II,8,2 (E),,,,,,,,,,,,,,,,
DIMETILDIOSSANI,2707,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
DIMETILDIOSSANI,2707,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
BUTILBENZENI,2709,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
DIPROPILCHETONE,2710,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ACRIDINA,2713,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
RESINATO DI ZINCO,2714,,4.1,F3,III,4.1,3 (E),,,,,,,,,,,,,,,,
RESINATO DI ALLUMINIO,2715,,4.1,F3,III,4.1,3 (E),,,,,,,,,,,,,,,,
1,4-BUTINDIOLO,2716,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
CANFORA sintetica,2717,,4.1,F1,III,4.1,3 (E),,,,,,,,,,,,,,,,
BROMATO DI BARIO,2719,,5.1,OT2,II,5.1+6.1,2 (E),,,,,,,,,,,,,,,,
NITRATO DI CROMO,2720,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
CLORATO DI RAME,2721,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
NITRATO DI LITIO,2722,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
CLORATO DI MAGNESIO,2723,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
NITRATO DI MANGANESE,2724,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
NITRATO DI NICHEL,2725,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
NITRITO DI NICHEL,2726,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
NITRATO DI TALLIO,2727,,6.1,TO2,II,6.1+5.1,2 (D/E),,,,,,,,,,,,,,,,
NITRATO DI ZIRCONIO,2728,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
ESACLOROBENZENE,2729,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
NITROANISOLI, LIQUIDI,2730,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
NITROBROMOBENZENI, LIQUIDI,2732,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
AMMINE INFIAMMABILI, CORROSIVE, N.A.S. o POLIAMMINE INFIAMMABILI, CORROSIVE, N.A.S.,2733,,3,FC,I,3+8,1 (C/E),,,,,,,,,,,,,,,,
AMMINE INFIAMMABILI, CORROSIVE, N.A.S. o POLIAMMINE INFIAMMABILI, CORROSIVE, N.A.S.,2733,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
